,processed_text
2874,@Christy_RTR @doge_e_fresh despondent
2875,@tetravariation need mask gladly donation help ur Mr. TY Rex initial
2876,NL bureaucrat director group form oppose NL megaproject nlpoli dull
2877,fucking sad person love try fight happiness
2878,@lucy_hyner @soulboy2266 sadly hour drinking time 😢 🍻
2879,@ImpugnValkyrie frown cup cheek hand step aside Angela care know
2880,@10carley sulky pant
2881,amateur sit wait inspiration rest work Stephen King author writingtip
2882,gloomy outside wish cold look
2883,@rickygervais time Slough check new station floor sad lifeontheroad
2884,Bro pine green forget not mediumpurple pickere light
2885,@IMKristenBell @lauralittleleg pine nut Chestnut peanut wait wrong film
2886,need syfy series watch literally watch watch hero lose jericho fallenskie   etc etc
2887,sober life
2888,work Blanchardstown shopping centre 2 year figure today Marks amp Spencer
2889,sadness leave break bed hold depth despair love 🎶
2890,@Ashleyavitia leave
2891,@onesowngrief shame world gloom day make sense hydra s.h.i.e.l.d(c
2892,@aidanparr haha sorry grim disturb amp m start lose trust Twitter generally
2893,jazz blue root rest fruit
2894,spend £ 450 @debenham offer £ 5 voucher ask spend weekend tell valid today unhappy
2895,@mik61scot @longshankseddie @ROSAZAMBONINI @youtube think sink tooth mean 2b sooke
2896,@NewYorker @donlemon Trump presidency dark age USA world definitely war Short amp long term pain
2897,@ily_geuly lay bed mope like intend 2 month
2898,tell wife chance 2 Sydney team AFL grand final response SYDNEY AFL team
2899,know man assume @realdonaldtrump heated argument penis
2900,lose heart dark underneath star 🎧
2901,die end somebody sober
2902,season 3 penny dreadful Netflix afternoon fill
2903,see hurt past single sign grieve Magicalllll   ✨
2904,@markgatiss surround trump voter right fuck terrifying redstate despair
2905,"@LBardugo start w/ 3 song Blue neighborhood\n1 wild\n2)fools\n3)talk 😭 😭 Wesper\nAlso,\n4)Too Good   kaz inej feelz"
2906,Refuge Recovery Boston Weds 7:30 9 pm heal support addiction recovery buddhism meditation sober cambma meet harvardsq
2907,candice great british bake pout head 👊 🏻 🙄
2908,funeral close casket want play recording complete -@glenewe lose podcast talkshoe
2909,Erykah Badu sedate 💕
2910,@littlemore20 nice italian ice cream whilst rest tired paw Honey flavour naturally FurryTails lose Venice
2911,weak amp despair Mighty God near;He strength amp joy amp hope amp calm inner fear faith amp trust
2912,@patthemanager work @chancetherapper
2913,@ctv_powerplay @lraitt Horrid disease maternal grandmother sister suffer affliction hard
2914,Kinda wanna book vacation wanna tag adventure
2915,Kali kitten ask frown curl fair skin forehead show scar cat @ScarredTiger
2916,m constipate depress
2917,@sundersay laugh quote sort rueful way
2918,@GrimsToyShow grim fuck go dame fucking clown take gameing channel way nj delete
2919,think Val go week rest week work mourn sure understand GBBO
2920,right sufc fan football maybe shit marcos rojo mufc shocking start dreadful
2921,joyful hope patient affliction faithful prayer Romans 12:12
2922,depression suck depression
2923,think work tomorrow val leave GBBO need day mourn
2924,notice @npr story recent day paint positive accomplishment trump challenge Hillary surprise
2925,borrow money pessimist will expect
2926,carry wayward son peace Lay weary head rest cry supernatural
2927,@drsrsheikh ask gate crash dumb idiosyncrasy sober people analyze situation!\n@banobee @ak_forty7
2928,$ FOGO max pessimism   solid pe ratio restaurant   let catch 8 level 10 level come
2929,evening way light finish properly cause mischief
2930,@ddanddeltaboy play Bridge Bar @RameltonWhatsOn sit 24th Sept blue rhythmandblue ramelton donegal
2931,Patti sad stamp run sofa plenty love affection usual sad
2932,@TxDMV @ArkansasBBB fill report baitswitch @Carvana let fine levy badbusiness honoryourdeal unhappy
2933,hey @AppleSupport find play history new ios10 applemusic music lose
2934,Sunderland time line funny doom amp gloom face long trip midweek whatgoesaroundcomesaround
2935,blame manager watch player play abysmal team dreadful Jose save   mufc
2936,@JUSTICESLUT420 sadly sort poster die 90 afaik
2937,@hyattd335 grateful novel award promo RT Blessings DeWayne Hyatt Hippie love grind blue Florida
2938,verb go to villaseñor old contact need anymore sadness @melissavcomedy waitingforexplanation
2939,tummy steak wine key lime pine cuddle tap way turn stressful Wednesday 💛
2940,angry shouting match pessimist amp optimist:\n'you're half head @%$ \n'you're half @%$
2941,tell suppose feel break hateful guilty love sadness
2942,tooth sink vein poor woman accidentally small problem engine outside
2943,flight 815 crash Lost Island 2004 lose @joshuajthurston
2944,@lebara bad possible decision arrive UK shocking service poor coverage
2945,depression u judge expose help
2946,@raveenelexiis fight racist girl stay GAVC kick BS
2947,literally make depress tbh
2948,cheap pout brodcast
2949,come let em hate 😘 em pout face 👿 😩
2950,sad
2951,@chelseafc let know blue
2952,friend tell pretty Trigger tell ugly confuse realise pretty ugly tru   tumblr
2953,Dylon feel deject dejected aunt
2954,add Paul Walker Xbox spend time dashboard dark humor funny
2955,LORD instrument peace hate let sow love injury pardon despair hope
2956,@bbcsport dull UK
2957,stop watch gotham cause drop tabitha barb relationship pine main
2958,problem expectation private philanthropy replace functional government service dangerous
2959,regret thing temper time regret thing inconsolable   Sydney J. Harris
2960,Hate know half 5 gym morning depressing
2961,feel grim have nail
2962,house not mess friend come mess twitter problem like friend filthy home
2963,night depression win depression fml help
2964,let behavior destroy ur inner peace -Dalai Lama @OWNTV heal depression anxiety intuition meditation book
2965,will start Hillary fancy fundraiser depress
2966,@TNFryed Jesus think vol v fl game see see win depression
2967,People steal thing work damper day go wear pajama day
2968,good morning chirpy SpringEquinox pensive sister AutumnEquinox perfect day express 🌹 🍁 🌓 ☯ ️ thebeautyofbalance
2969,wish appreciate turn take care want break tired
2970,@BillSwindell @DePauwU @dick_nixon have breakfast see blow cereal sink
2971,rich Fumes sullen sence cheer'd
2972,Unmatched Party Specialist /co @T3RevNeverEnd job title
2973,@JonathanHatfull look forward hope lot stetson tilting rueful look whiskey glass
2974,@WilsonsWorld high school remember help neighbor clean home Greenville   pretty sobering stuff   sadness
2975,naoto nod like tha band frown band Papa Roach concert
2976,@TheRandomAnt @meg_m203 yeah figure ornament way wanted spektar desolate gear think right
2977,@everton_de_leon @sterushton genuinely grim stuff century history sell porn baron twat minty new stadium Urgh
2978,@talkRobyn oh dear watch woman pout
2979,@cardiff_blue @CardiffBluesSC Italy round let drop play big result guy blue
2980,15 doe run opposite 🙁
2981,@msfang attract maybe pessimist wanna chance lol wait relocate
2982,@greencapt note fact mask manufacturer produce smile frown
2983,@ksmitely @citizenmeh feel strongly need work right dreadful wrong
2984,team big Bayern like play football pitch fuck dreadful certainly Emirates pitch
2985,gloomy day
2986,@kotakbankltd @udaykotak official get touch issue address unhappy patheticservice
2987,@big_SL8 respect   u not war u not U not lose friend mate war Ahut
2988,RIPKara see local mall school football game m dishearten
2989,gutte drop earring sink school
2990,@PurpleReplisol meden frown non existent face
2991,try fail try fail confused lose
2992,rough situation Schalke Werder Bremen start campaign breman dash late new manager 0
2993,@jaymohr37 droop see naked wrestling ask hole jaymohrsport
2994,grim amp compelling news report @nawalf blockade aid starving Yemen BBC dosomethingpolitican
2995,@thehill George H. Establishment unhappy Trump campaign brand son low energy beat
2996,Band member want contact NewcastleGateshead Sunderland musician musicbusiness musicislife music musically band blue folk
2997,Marcos Rojo Marcos Rojo run wing love blue fear red
2998,hear girl attract man look like dad   👌
2999,go to loooooong year Browns fan long normal sad
3000,health think depression feel like
3001,Terencecutcher Tulsa man onthe helicopter say look like bad dude problem black bad sad
3002,thing dark curly hair
3003,@xxnogard_G88 welcome   dark honey
3004,good hit rock season away new depth despair playoff njdevil
3005,hour play @asfcofficial concede West ham @manutd northampton   let sink
3006,nothing Working you're feel life edge_could way lose reason living jesuschristhealssavesask fatlos
3007,let burden remembrance heaviness gone.\n- William Shakespeare 1564 1616)\n#forge ahead
3008,@jwonder81 @macadamionnut course progress sake progress discourage problem substance rhetoric
3009,want help depression office learn tm treatment wait
3010,health insurance will cover tm let know cover ECT mentalhealth psychology   TMS ECT
3011,@tmobilehelp service Cleveland OH go unhappy
3012,@jeremycorbyn @magstogether god @jeremycorbyn shilling seriously need major rethink lab gove lifetime sad
3013,@vilebairn turn old woman look Sybil somber expression \n\n“she run away blame
3014,word happiness lose meaning balance sadness
3015,@PaulJonMilne grim insanely determined hurt
3016,thing care thing speak heaviness release
3017,friend tell pretty Trigger tell ugly confuse realise pretty ugly tru sad tumblr
3018,Isaiah 40:31\nthose trust Lord find new strength.\nthey soar high wing like eagles.\nthey run grow weary
3019,grown ass lil boy yeah
3020,@KristenWACamera enjoy episode bit gloomy day today feel sense inspiration listen
3021,@johnrmoffitt grim piece laughter stricken day
3022,@rihaBabyJ aw problem feel like speak feel want overcome discourage
3023,@bluesfestbyron second artist announcement look good bluesfest2017 blue Music byronbay
3024,let frown
3025,Cam IG post stupid ass font use well
3026,cause fail pass refuse sober
3027,@jay_2752 thank shall mourn
3028,dark moon fact dark '\ngerry O'Driscoll end dark Moon
3029,love word fret m heaven
3030,wonder happen father weary
3031,@JeffProbst bear 85 generation gen tribe ha survivor lose sol
3032,sober
3033,anybody need drown blue sea whiskey 🍻
3034,feel grim + ugly atm
3035,lose fade
3036,Lisa get want time ultimately leave unfulfilled joyless
3037,@ticcikasie1 frown let distraught gardevoir say wish trainer
3038,ricefoday Alex Butler class financial management start great relevant class discussion movie sink cost
3039,@waberme @ravallirepublic good reporter quit sad
3040,@makai_kishi eye stay glue monitor turn away
3041,@mariankeye maybe constipation issue know date relieve affliction way jose
3042,pessimist opportunity knock complain noise
3043,@simslover163 guess expensive family stay Poland miss
3044,think fully sink Val go
3045,blanket hoody Eternal Sunshine mope
3046,learn trust God quiet troubled amp restless heart bring peace weary soul amp eliminate hopelessness addiction
3047,coat pair sunglass limb lose
3048,piano blue playing smooth talking ass nexttt
3049,try time sober wait friend house 2 hour later gal wake nap vomit
3050,dark room 58 minute fail time try develop photo frustrated
3051,play yung fav song ni chavs sober 😂
3052,discourage simple mind vision
3053,weather sure match mood state today gloomy
3054,@holly_lolly7 respect man pull bun well like maybe teach way
3055,pessimist see difficulty opportunity optimist see opportunity difficulty \n― Winston S. Churchill quote
3056,@Jacqueline_69 haha today pout annoy afraid
3057,@kurakkusora is.\nsure mind cloud
3058,tonight Fulford Arms York \nTOMORROW Bank Tavern Oldham\nNEXT SATURDAY- big Hands Manchester \n\n#livemusic punk blue rockandroll
3059,3 week course kitchen sink throw m pull knife fork ear
3060,check work today\n\n#coffee drink business \n\n#thursday bring Friday
3061,think Luca understand fall idea store 😂 😂
3062,shoutout drunk man bus piss bottle seat
3063,need tell Candice stick shitty pout wind change GBBO
3064,.@billradkeradio fan Beat Happening discourage aspire Olympia musician KUOWrecord
3065,know pretend sad angelina brad know dumb ass stay jennifer
3066,@mcfcdenver exact minus beer sadly
3067,labor love cheap inexpensive time spend earn lackadaisical dreamer
3068,bless mourn comfort \n                                               Mt 5:4
3069,@skynew err not gloomy   17.2 mio people gloomy remain Brexit
3070,friend lose phone long mourn lose phone ask earpiece
3071,weekend fall let stay disciplined season goal fitness run sober Mindset firstfriday family
3072,Sky news push Brexit gloom line manage ignore fact simply happen future
3073,@MarGraham practically obsess thought departure make feel melancholic grateful   safe journey
